genome,domaine,phylum,habitat_binnedfrom,depth_binnedfrom,functional_group,substrate,Rmax,K
73.20120700_P3D.103,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.1036025392309282,8.148910261574924
73.20120700_P3D.105,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.13481690100983576,11.229641089808254
73.20120700_P3D.107,Bacteria,Verrucomicrobia,palsa,deep,Aerobic heterotroph,Glucose,0.0627189430812233,5.330886783420882
73.20120700_P3D.111,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.1783721991636356,14.946417535485141
73.20120700_P3D.113,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.1997868225086327,15.863929203271057
73.20120700_P3D.118,Bacteria,Cyanobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.1880121720164547,14.312073971910827
73.20120700_P3D.127,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.27630196020709,22.404302948526368
73.20120700_P3D.134,Bacteria,Chloroflexi,palsa,deep,Aerobic heterotroph,Glucose,0.15624659190069473,13.10949107552924
73.20120700_P3D.140,Bacteria,Nitrospirae,palsa,deep,Aerobic heterotroph,Glucose,0.09954436307487599,8.407573683532013
73.20120700_P3D.154,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.1544506444939051,12.961516359259459
73.20120700_P3D.179,Bacteria,FCPU426,palsa,deep,Aerobic heterotroph,Glucose,0.048427288239831855,4.085327830660062
73.20120700_P3D.181,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.06950095622602462,5.804754542793157
73.20120700_P3D.185,Bacteria,Elusimicrobia,palsa,deep,Aerobic heterotroph,Glucose,0.09762171864295639,8.264943735677763
73.20120700_P3D.200,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.06246415330532982,5.286658112608998
73.20120700_P3D.214,Bacteria,AD3,palsa,deep,Aerobic heterotroph,Glucose,0.2849421604879977,24.119882222713198
73.20120700_P3D.215,Bacteria,Planctomycetes,palsa,deep,Aerobic heterotroph,Glucose,0.12860599423212427,9.926507057593259
73.20120700_P3D.240,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.12756418645559928,10.63819795185106
73.20120700_P3D.248,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.1577291232842835,12.579669851573687
73.20120700_P3D.249,Bacteria,Bacteroidetes,palsa,deep,Aerobic heterotroph,Glucose,0.10015416663319482,8.409187685685897
73.20120700_P3D.263,Bacteria,Ignavibacteriae,palsa,deep,Aerobic heterotroph,Glucose,0.0874412679719304,7.301381447067118
73.20120700_P3D.270,Bacteria,Planctomycetes,palsa,deep,Aerobic heterotroph,Glucose,0.11252041756844242,8.939091410342396
73.20120700_P3D.282,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.1279683800785906,10.652039728119833
73.20120700_P3D.296,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.09091821844205604,7.719436712791041
73.20120700_P3D.30,Bacteria,AD3,palsa,deep,Aerobic heterotroph,Glucose,0.20309049168290916,17.074568968841692
73.20120700_P3D.316,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.16902230919878816,14.166714150152846
73.20120700_P3D.326,Bacteria,Chlamydiae,palsa,deep,Aerobic heterotroph,Glucose,0.12327129427676785,10.318988606596324
73.20120700_P3D.333,Bacteria,Nitrospirae,palsa,deep,Aerobic heterotroph,Glucose,0.1306643729233305,10.891638973623927
73.20120700_P3D.339,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.12960438960751258,10.003928143383058
73.20120700_P3D.35,Bacteria,Verrucomicrobia,palsa,deep,Aerobic heterotroph,Glucose,0.20156839915751965,16.996112677637264
73.20120700_P3D.355,Bacteria,Verrucomicrobia,palsa,deep,Aerobic heterotroph,Glucose,0.07752558272093281,6.515535939779988
73.20120700_P3D.41,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.21244422297548077,16.19996017671854
73.20120700_P3D.455,Bacteria,Bacteroidetes,palsa,deep,Aerobic heterotroph,Glucose,0.08523181916982836,7.1813751812936415
73.20120700_P3D.459,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.2849414417270551,24.714372605811214
73.20120700_P3D.536,Bacteria,Ignavibacteriae,palsa,deep,Aerobic heterotroph,Glucose,0.15327413579356672,12.814366579135951
73.20120700_P3D.59,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.271505076843629,23.07454635241668
73.20120700_P3D.64,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.24463204594491703,19.464160434646352
73.20120700_P3D.7,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.14902263883839093,12.42417883530476
73.20120700_P3D.75,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.26180309671966345,21.018829831447906
73.20120700_P3D.97,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.08783913412327615,7.431850842120134
73.20120700_P3M.9,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Glucose,0.08416058210319648,7.071247819120723
73.20120700_P3S.10,Bacteria,Acidobacteria,palsa,surface,Aerobic heterotroph,Glucose,0.07719652590266285,6.585424605921269
73.20120700_P3S.3,Bacteria,Proteobacteria,palsa,surface,Aerobic heterotroph,Glucose,0.09955801579640783,8.454165345529619
73.20120700_S1D.105,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Glucose,0.13328718373945786,10.499504256935666
73.20120700_S1D.120,Bacteria,Verrucomicrobia,bog,deep,Aerobic heterotroph,Glucose,0.12069211074364954,10.116638064368818
73.20120700_S1D.133,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Glucose,0.07220086642022072,6.126894450884215
73.20120700_S1D.200,Bacteria,AD3,bog,deep,Aerobic heterotroph,Glucose,0.19150976129745773,16.075936121447164
73.20120700_S1D.208,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Glucose,0.07479035374410627,6.2697406377590115
73.20120700_S1D.223,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Glucose,0.09666338039690993,7.633715443092615
73.20120700_S1D.243,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Glucose,0.09489293261340806,8.093025647764113
73.20120700_S1D.247,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Glucose,0.10078323006837898,8.484710285471975
73.20120700_S1D.260,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Glucose,0.10421233187842333,8.295478435206258
73.20120700_S1D.262,Bacteria,Actinobacteria,bog,deep,Aerobic heterotroph,Glucose,0.18080461475693355,15.485846826114894
73.20120700_S1D.328,Bacteria,Patescibacteria,bog,deep,Aerobic heterotroph,Glucose,0.12068746165400551,13.016201710979232
73.20120700_S1D.36,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Glucose,0.14488844702819811,11.399438876915934
73.20120700_S1D.371,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Glucose,0.1001911354953315,8.540083386843383
73.20120700_S1D.55,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Glucose,0.11518437364349723,9.731142241136597
73.20120700_S1D.72,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Glucose,0.13386037601655526,10.303773669498627
73.20120700_S1D.81,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Glucose,0.14106067820739188,11.100131880606519
73.20120700_S1D.86,Bacteria,Actinobacteria,bog,deep,Aerobic heterotroph,Glucose,0.15041659713198471,12.630025266120661
73.20120700_S1D.88,Bacteria,Actinobacteria,bog,deep,Aerobic heterotroph,Glucose,0.13741464964448796,10.560812039723306
73.20120700_S1D.89,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Glucose,0.11979300485292667,10.000441453185095
73.20120700_S1D.95,Bacteria,WPS2,bog,deep,Aerobic heterotroph,Glucose,0.16290956886082192,13.936032462817414
73.20120700_S1D.96,Bacteria,Proteobacteria,bog,deep,Aerobic heterotroph,Glucose,0.0900807265498035,7.54007256907988
73.20120700_S1D.97,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Glucose,0.12754438806425605,9.667272340304743
73.20120700_S1S.22,Bacteria,Acidobacteria,bog,surface,Aerobic heterotroph,Glucose,0.08539642007891371,6.750240307068557
73.20120700_S1X.44,Bacteria,Acidobacteria,bog,extradeep,Aerobic heterotroph,Glucose,0.14149953895988535,12.134971776814034
73.20120700_S3D.28,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Glucose,0.15097799211494317,12.631383054592487
73.20120700_S3X.5,Bacteria,Acidobacteria,bog,extradeep,Aerobic heterotroph,Glucose,0.17254046012759622,13.631756307635559
73.20120700_S3X.67,Bacteria,Actinobacteria,bog,extradeep,Aerobic heterotroph,Glucose,0.23303527799991694,19.607342825231626
73.20120800_E1D.12,Bacteria,Acidobacteria,fen,deep,Aerobic heterotroph,Glucose,0.09484708588323086,7.906614850840784
73.20120800_E1D.31,Bacteria,Chloroflexi,fen,deep,Aerobic heterotroph,Glucose,0.17450953719246037,14.584729801674731
73.20120800_E1D.55,Bacteria,Chloroflexi,fen,deep,Aerobic heterotroph,Glucose,0.11181631042659033,9.303934216870962
73.20120800_E1X.33,Bacteria,Actinobacteria,fen,extradeep,Aerobic heterotroph,Glucose,0.22459382629507574,18.87796744661294
73.20120800_E2D.21,Bacteria,Chloroflexi,fen,deep,Aerobic heterotroph,Glucose,0.08336993321974046,6.9283485234701825
73.20120800_E2D.54,Bacteria,Chloroflexi,fen,deep,Aerobic heterotroph,Glucose,0.22459365988810523,18.87340194873953
73.20120800_E2X.33,Bacteria,Verrucomicrobia,fen,extradeep,Aerobic heterotroph,Glucose,0.17451304091763917,14.687923855614258
73.20120800_E2X.58,Bacteria,Acidobacteria,fen,extradeep,Aerobic heterotroph,Glucose,0.23576647829102457,20.00566241400463
73.20120800_E3D.4,Bacteria,Acidobacteria,fen,deep,Aerobic heterotroph,Glucose,0.15596160360377237,13.262696927018133
73.20120800_E3S.35,Bacteria,Chloroflexi,fen,surface,Aerobic heterotroph,Glucose,0.11058910864697055,9.199543891347448
73.20120800_E3S.45,Bacteria,Ignavibacteriae,fen,surface,Aerobic heterotroph,Glucose,0.07796792345131391,6.482169093019249
73.20120800_E3X.43,Bacteria,Omnitrophica,fen,extradeep,Aerobic heterotroph,Glucose,0.14269140265455243,11.925782934811638
73.20120800_E3X.5,Bacteria,Acidobacteria,fen,extradeep,Aerobic heterotroph,Glucose,0.10778165245084476,8.999625875363153
73.20120800_E3X.55,Bacteria,WPS2,fen,extradeep,Aerobic heterotroph,Glucose,0.10191971576550014,8.518303771787977
73.20120800_E3X.6,Bacteria,Chloroflexi,fen,extradeep,Aerobic heterotroph,Glucose,0.09341639367599473,7.770020130529641
73.20120800_P1D.7,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.14301956854401238,11.211859108480642
73.20120800_P2D.6,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Glucose,0.15784664074859356,12.197974361420945
73.20120800_P2M.13,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Glucose,0.08815839397507412,7.521872185690211
73.20120800_S1D.19,Bacteria,Actinobacteria,bog,deep,Aerobic heterotroph,Glucose,0.18491813185958503,15.492657059457002
73.20120800_S1D.7,Bacteria,Actinobacteria,bog,deep,Aerobic heterotroph,Glucose,0.17527066700384347,14.721005464736779
73.20120800_S3D.15,Bacteria,Actinobacteria,bog,deep,Aerobic heterotroph,Glucose,0.15996528666449036,13.36971686273322
73.20120800_S3M.30,Bacteria,Proteobacteria,bog,mid,Aerobic heterotroph,Glucose,0.09172872303565525,7.734394726305933
73.20120800_S3X.20,Bacteria,Acidobacteria,bog,extradeep,Aerobic heterotroph,Glucose,0.06817487828181852,5.787840932221865
73.20100900_E1D.29,Bacteria,Ignavibacteriae,fen,deep,Aerobic heterotroph,Acetate,0.12153725856046918,7.324576751444738
73.20100900_E1D.45,Bacteria,Ignavibacteriae,fen,deep,Aerobic heterotroph,Acetate,0.06437967345074787,3.8205796565468733
73.20100900_E1D.85,Bacteria,Ignavibacteriae,fen,deep,Aerobic heterotroph,Acetate,0.17354485399681555,10.504421907698367
73.20100900_E1S.8,Bacteria,Nitrospirae,fen,surface,Aerobic heterotroph,Acetate,0.12788549503859048,7.634504252092248
73.20100900_E2D.50,Bacteria,Ignavibacteriae,fen,deep,Aerobic heterotroph,Acetate,0.06659157326632152,3.9935312062157933
73.20110600_E3D.7,Bacteria,Actinobacteria,fen,deep,Aerobic heterotroph,Acetate,0.11934439001965565,7.123976485100273
73.20110600_P1D.32,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.1409746301217501,8.467637090475732
73.20110600_P1M.11,Bacteria,Actinobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.1608742163799012,9.699147976531586
73.20110600_P1M.19,Bacteria,Proteobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.07590885592998499,4.500206819648438
73.20110600_P1M.2,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.1232862619647656,6.34485389777128
73.20110600_P1M.4,Bacteria,Proteobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.08922588512300327,5.29884825988939
73.20110600_P1M.45,Bacteria,Actinobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.07577710459959663,4.60906845560481
73.20110600_P1M.47,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.07226333082431313,4.319637062941798
73.20110600_P1M.5,Bacteria,Actinobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.13040816629733842,7.789754395955121
73.20110600_P1M.6,Bacteria,Proteobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.13411273679973645,8.037252708749971
73.20110600_P1M.7,Bacteria,WPS2,palsa,mid,Aerobic heterotroph,Acetate,0.11206557856434521,6.728903661651872
73.20110600_P3S.21,Bacteria,Actinobacteria,palsa,surface,Aerobic heterotroph,Acetate,0.062059428322730016,3.762792081100194
73.20110600_P3S.23,Bacteria,Acidobacteria,palsa,surface,Aerobic heterotroph,Acetate,0.09209495212852263,5.551212634467317
73.20110600_P3S.3,Bacteria,Actinobacteria,palsa,surface,Aerobic heterotroph,Acetate,0.09299250067898328,5.124766877156631
73.20110600_S1D.24,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Acetate,0.0629082189039392,3.722150915837235
73.20110600_S1M.43,Bacteria,Acidobacteria,bog,mid,Aerobic heterotroph,Acetate,0.10024432820263257,5.570036340429853
73.20110600_S1M.56,Bacteria,Actinobacteria,bog,mid,Aerobic heterotroph,Acetate,0.21193724232290914,12.917597265211244
73.20110600_S2D.37,Bacteria,Actinobacteria,bog,deep,Aerobic heterotroph,Acetate,0.12381487402170281,7.404590403482964
73.20110600_S2D.50,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Acetate,0.11481061454408363,6.359330012216677
73.20110600_S3M.35,Bacteria,Acidobacteria,bog,mid,Aerobic heterotroph,Acetate,0.13340438572024538,7.029737182438926
73.20110700_P1M.4,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.07622065168041366,4.643123604662589
73.20110700_P1M.5,Bacteria,Actinobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.06398536447822233,3.8862273376254155
73.20110700_P1M.6,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.06276265581216901,3.802900088225196
73.20110700_P1S.10,Bacteria,Actinobacteria,palsa,surface,Aerobic heterotroph,Acetate,0.1761813975563549,9.218041682881122
73.20110700_P1S.16,Bacteria,Actinobacteria,palsa,surface,Aerobic heterotroph,Acetate,0.12729238787244393,6.835068315946046
73.20110700_P1S.19,Bacteria,Bacteroidetes,palsa,surface,Aerobic heterotroph,Acetate,0.08746540577327463,5.264779923240741
73.20110700_P2D.4,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.09034155584520083,5.467229149125316
73.20110700_P2D.47,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.17726498615402075,10.665636604688824
73.20110700_P2D.59,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.08498188221665562,5.050549852682236
73.20110700_P2D.6,Bacteria,WPS2,palsa,deep,Aerobic heterotroph,Acetate,0.07170949351295089,4.250810584632126
73.20110700_P2D.63,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.11362044648270463,6.099467965780352
73.20110700_P2D.82,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.25018629748231197,12.943501360892531
73.20110700_P2S.20,Bacteria,Bacteroidetes,palsa,surface,Aerobic heterotroph,Acetate,0.1421425502564861,7.8851968733331645
73.20110700_P3D.15,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.06319462741012265,3.451360203949491
73.20110700_P3D.28,Bacteria,WPS2,palsa,deep,Aerobic heterotroph,Acetate,0.06572343957023606,3.900209628290351
73.20110700_P3D.3,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.12529277444886627,6.9162992457928025
73.20110700_P3D.9,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.09648146432374485,5.060291765045295
73.20110700_P3M.16,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.10489388913282842,5.849041332498272
73.20110700_P3M.8,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.07976171675508124,4.785375586319532
73.20110700_S2D.14,Bacteria,Actinobacteria,bog,deep,Aerobic heterotroph,Acetate,0.10033353025833978,6.025169202729837
73.20110700_S3M.25,Bacteria,Acidobacteria,bog,mid,Aerobic heterotroph,Acetate,0.07544105092140602,4.596878230954353
73.20110700_S3M.38,Bacteria,Acidobacteria,bog,mid,Aerobic heterotroph,Acetate,0.10581613086367297,6.444904630396729
73.20110700_S3M.57,Bacteria,Bacteroidetes,bog,mid,Aerobic heterotroph,Acetate,0.1463080890965661,8.111385314113598
73.20110800_E1D.52,Bacteria,Chloroflexi,fen,deep,Aerobic heterotroph,Acetate,0.057293794132440075,3.3881071079374547
73.20110800_E2D.16,Bacteria,Acidobacteria,fen,deep,Aerobic heterotroph,Acetate,0.08634883686158913,5.25107247083921
73.20110800_E2D.40,Bacteria,Acidobacteria,fen,deep,Aerobic heterotroph,Acetate,0.0917015208982741,5.456544088731812
73.20110800_E2D.41,Bacteria,Acidobacteria,fen,deep,Aerobic heterotroph,Acetate,0.10718635222909674,5.760286008452072
73.20110800_E2D.51,Bacteria,Chloroflexi,fen,deep,Aerobic heterotroph,Acetate,0.1333025516722991,8.006358861858883
73.20110800_E2D.56,Bacteria,Chloroflexi,fen,deep,Aerobic heterotroph,Acetate,0.08337447046210877,4.9496822608453055
73.20110800_E3D.28,Bacteria,Ignavibacteriae,fen,deep,Aerobic heterotroph,Acetate,0.07556813773700244,4.52742603028973
73.20110800_E3D.64,Bacteria,Ignavibacteriae,fen,deep,Aerobic heterotroph,Acetate,0.09824075583518214,5.838061474408692
73.20110800_E3D.77,Bacteria,Acidobacteria,fen,deep,Aerobic heterotroph,Acetate,0.14863710029415259,8.258920571304033
73.20110800_P1D.22,Bacteria,Gemmatimonadetes,palsa,deep,Aerobic heterotroph,Acetate,0.12739397026261234,7.631027739816395
73.20110800_P1D.25,Bacteria,AD3,palsa,deep,Aerobic heterotroph,Acetate,0.1889197323836028,11.464590017720024
73.20110800_P1D.42,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.07341716342041539,4.053685593299057
73.20110800_P1D.52,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.15056653319639635,7.845175445143482
73.20110800_P1D.67,Bacteria,Chloroflexi,palsa,deep,Aerobic heterotroph,Acetate,0.09708716160941244,5.772248990550315
73.20110800_P1D.7,Bacteria,WPS2,palsa,deep,Aerobic heterotroph,Acetate,0.0731422089128953,4.370731559989238
73.20110800_P1D.77,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.09958398256079044,6.010440204809846
73.20110800_P1D.86,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.11913090068137719,7.1377979606125725
73.20110800_P1M.35,Bacteria,Proteobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.0820302293594946,4.865207983320056
73.20110800_P1M.44,Bacteria,Proteobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.10234941598189765,5.6654717864923425
73.20110800_P1M.47,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.07843669984867876,4.702641618009777
73.20110800_P1M.59,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.061020925478234636,3.6905120163119887
73.20110800_P1M.6,Bacteria,AD3,palsa,mid,Aerobic heterotroph,Acetate,0.18945915561894267,11.44775456529147
73.20110800_P2D.24,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.10699340891812481,6.45436890876684
73.20110800_P2D.27,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.1753837325253186,10.548433001893663
73.20110800_P3M.16,Bacteria,Proteobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.12358567082028456,7.424838756960415
73.20110800_P3S.15,Bacteria,Verrucomicrobia,palsa,surface,Aerobic heterotroph,Acetate,0.11033542674505536,5.791808606193773
73.20110800_P3S.22,Bacteria,Acidobacteria,palsa,surface,Aerobic heterotroph,Acetate,0.12707682440433574,6.815926660722006
73.20110800_P3S.4,Bacteria,Actinobacteria,palsa,surface,Aerobic heterotroph,Acetate,0.20488110498189535,11.186057933535587
73.20110800_P3S.9,Bacteria,Acidobacteria,palsa,surface,Aerobic heterotroph,Acetate,0.10024713384223646,5.526416153199608
73.20110800_S1M.45,Bacteria,Acidobacteria,bog,mid,Aerobic heterotroph,Acetate,0.08775803619456987,4.814679902183941
73.20110800_S1M.60,Bacteria,Proteobacteria,bog,mid,Aerobic heterotroph,Acetate,0.08233929663004157,4.912829617377169
73.20110800_S1M.72,Bacteria,Acidobacteria,bog,mid,Aerobic heterotroph,Acetate,0.08894946094088443,4.875880235183539
73.20110800_S1M.73,Bacteria,Acidobacteria,bog,mid,Aerobic heterotroph,Acetate,0.10300252516888886,6.242126721803917
73.20110800_S2D.3,Bacteria,Actinobacteria,bog,deep,Aerobic heterotroph,Acetate,0.17308716327515147,10.414343019563256
73.20110800_S3D.19,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Acetate,0.12787000038207152,7.129551194323345
73.20110800_S3D.42,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Acetate,0.0703456062971274,4.220626463448309
73.20110800_S3D.48,Bacteria,Verrucomicrobia,bog,deep,Aerobic heterotroph,Acetate,0.04622526038082288,2.786496601820562
73.20110800_S3D.58,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Acetate,0.07737750650178014,4.713218130488158
73.20110800_S3D.6,Bacteria,Acidobacteria,bog,deep,Aerobic heterotroph,Acetate,0.07601859861081811,4.598413948327213
73.20110800_S3M.23,Bacteria,Actinobacteria,bog,mid,Aerobic heterotroph,Acetate,0.06403777713501616,3.880655058484429
73.20110800_S3S.12,Bacteria,Acidobacteria,bog,surface,Aerobic heterotroph,Acetate,0.07245813701715353,3.9953875603500992
73.20110800_S3S.15,Bacteria,WPS2,bog,surface,Aerobic heterotroph,Acetate,0.07833835196308483,4.659893188889591
73.20110800_S3S.20,Bacteria,Proteobacteria,bog,surface,Aerobic heterotroph,Acetate,0.06802954927628123,4.078794113731492
73.20110800_S3S.32,Bacteria,Proteobacteria,bog,surface,Aerobic heterotroph,Acetate,0.09754245474213258,5.925530418074004
73.20110800_S3S.7,Bacteria,Proteobacteria,bog,surface,Aerobic heterotroph,Acetate,0.09598095558329323,5.819376556029836
73.20110800_S3S.83,Bacteria,Proteobacteria,bog,surface,Aerobic heterotroph,Acetate,0.05820708618249123,3.4766550407304857
73.20111000_E3D.16,Bacteria,Acidobacteria,fen,deep,Aerobic heterotroph,Acetate,0.10913867182272337,6.661282066200906
73.20111000_P1D.18,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.19620622249083877,11.83817790844913
73.20111000_P1D.30,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.08889398270219226,5.396962139233236
73.20111000_P1M.11,Bacteria,WPS2,palsa,mid,Aerobic heterotroph,Acetate,0.05961811300818436,3.531422984479265
73.20111000_P1M.14,Bacteria,Proteobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.12065134401312136,7.207487170254485
73.20111000_P1M.22,Bacteria,Bacteroidetes,palsa,mid,Aerobic heterotroph,Acetate,0.06915984409907965,4.096761221559587
73.20111000_P1M.23,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.08447518823551056,5.1361423980578955
73.20111000_P1M.33,Bacteria,WPS2,palsa,mid,Aerobic heterotroph,Acetate,0.09766044083752695,5.802698422317128
73.20111000_P2D.1,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.08816863087207781,5.320058833149949
73.20111000_P2D.24,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.15705016089150914,9.420630583675596
73.20111000_P2D.25,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.09828516390793245,5.251022353897655
73.20111000_P2D.26,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.1293909498855778,7.788210719173799
73.20111000_P2D.43,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.12156341348217911,7.411755240761591
73.20111000_P2D.7,Bacteria,Proteobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.08722769652299442,5.211682149667585
73.20111000_P2M.16,Bacteria,Proteobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.0983939341817115,5.915150878580497
73.20111000_P2M.18,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.2028502884404893,10.317227374518186
73.20111000_P2S.3,Bacteria,Acidobacteria,palsa,surface,Aerobic heterotroph,Acetate,0.08410670195551107,4.617336361906961
73.20111000_P3D.18,Bacteria,Actinobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.1286490897378352,7.825767652552237
73.20111000_P3D.19,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.17355016957453104,9.217011944147043
73.20111000_P3D.24,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.07522270845577489,4.498603912656938
73.20111000_P3D.47,Bacteria,Acidobacteria,palsa,deep,Aerobic heterotroph,Acetate,0.06049917363685517,3.6231444030434132
73.20111000_P3D.5,Bacteria,Verrucomicrobia,palsa,deep,Aerobic heterotroph,Acetate,0.07258759369855747,4.365815582416205
73.20111000_P3M.104,Bacteria,Actinobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.14992946290475906,9.033260640011402
73.20111000_P3M.19,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.06841311165025514,4.155139617009443
73.20111000_P3M.32,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.0729981719623395,4.412600072356013
73.20111000_P3M.39,Bacteria,Acidobacteria,palsa,mid,Aerobic heterotroph,Acetate,0.08412187233073112,5.033940331352176
